;height;href;lat;long;name;norm_name;norm_reg;okato;oktmo;people;phone_code;post_index;square;timezone
497;0;https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D1%80%D0%BD%D0%B5%D0%B2%D0%BE_(%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);54.43333333;20.28333333;Корнево;Корнево;Калининградская;27 203 807 001;27703000441;1912;;238443;0;UTC+2
1946;0;https://ru.wikipedia.org/wiki/%D0%AD%D1%81%D1%81%D0%BE;55.93055556;15.14472222;Эссо;Эссо;Камчатский;30 204 000 001;30604401101;1923;741542;684350;0;UTC+12
1339;0;https://ru.wikipedia.org/wiki/%D0%A7%D1%83%D1%84%D0%B0%D1%80%D0%BE%D0%B2%D0%BE_(%D0%92%D0%B5%D1%88%D0%BA%D0%B0%D0%B9%D0%BC%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD);54.09722222;47.34;Чуфарово;Чуфарово;Ульяновская;73 207 558;73607158051;1934;;433120;0;UTC+4
2016;11;https://ru.wikipedia.org/wiki/%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%BD%D0%BE%D0%B9;68.05305556;39.51305556;Островной;Островной;Мурманская;47 531;47731000001;1960;781558;184640;0;UTC+3
2017;1;https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%B8%D0%BC%D0%BE%D1%80%D1%81%D0%BA_(%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);54.73333333;20;Приморск;Приморск;Калининградская;27 405 555;27605102051;1960;740152;238510;4;UTC+2
74;160;https://ru.wikipedia.org/wiki/%D0%A1%D0%BE%D1%81%D0%BD%D0%BE%D0%B2%D0%BE%D0%B1%D0%BE%D1%80%D1%81%D0%BA_(%D0%9A%D1%80%D0%B0%D1%81%D0%BD%D0%BE%D1%8F%D1%80%D1%81%D0%BA%D0%B8%D0%B9_%D0%BA%D1%80%D0%B0%D0%B9);56.13333333;93.36666667;Сосновоборск;Сосновоборск;Красноярский;4 433;4733000001;1979;739131;662500, 662501;27.4;UTC+7
2015;160;https://ru.wikipedia.org/wiki/%D0%93%D0%BE%D1%80%D0%B1%D0%B0%D1%82%D0%BE%D0%B2_(%D0%B3%D0%BE%D1%80%D0%BE%D0%B4);56.13333333;43.06666667;Горбатов;Горбатов;Нижегородская;22 242 505;22642105001;1982;783171;606125;0;UTC+3
1945;0;https://ru.wikipedia.org/wiki/%D0%A2%D0%B5%D1%80%D0%BC%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9;52.9325;15.13694444;Термальный;Термальный;Камчатский;30 207 000 020;30607419106;2001;741531;684035;0;UTC+12
1338;200;https://ru.wikipedia.org/wiki/%D0%98%D0%B3%D0%BD%D0%B0%D1%82%D0%BE%D0%B2%D0%BA%D0%B0;53.94527778;47.65166667;Игнатовка;Игнатовка;Ульяновская;73 220 558;73620158051;2013;;433152;0;UTC+4
1651;80;https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D0%BC%D0%B0%D1%80%D1%8B;55.965;48.35138889;Помары;Помары;Марий;88 204 842 001;88604442101;2014;783631;425032;0;UTC+3
1650;0;https://ru.wikipedia.org/wiki/%D0%A1%D0%B8%D0%BB%D0%B8%D0%BA%D0%B0%D1%82%D0%BD%D1%8B%D0%B9_(%D0%9C%D0%B0%D1%80%D0%B8%D0%B9_%D0%AD%D0%BB);56.38055556;48.2;Силикатный;Силикатный;Марий;88 228 817 001;88628419101;2016;78362;424910;0;UTC+3
1944;3;https://ru.wikipedia.org/wiki/%D0%9E%D1%81%D1%81%D0%BE%D1%80%D0%B0_(%D0%BF%D0%BE%D1%81%D1%91%D0%BB%D0%BE%D0%BA);59.24694444;16.05083333;Оссора;Оссора;Камчатский;30 124 651;30824151101;2017;741545;688700;0;UTC+12
1337;296;https://ru.wikipedia.org/wiki/%D0%93%D0%BB%D0%BE%D1%82%D0%BE%D0%B2%D0%BA%D0%B0_(%D0%A3%D0%BB%D1%8C%D1%8F%D0%BD%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);53.95;46.7;Глотовка;Глотовка;Ульяновская;73 210 558;73610158051;2033;784261;433040;0;UTC+4
2014;100;https://ru.wikipedia.org/wiki/%D0%9A%D0%B5%D0%B4%D1%80%D0%BE%D0%B2%D1%8B%D0%B9_(%D0%A2%D0%BE%D0%BC%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);57.56666667;79.56666667;Кедровый;Кедровый;Томская;69 407;69707000001;2049;738250;636615;16.97;UTC+7
1522;0;https://ru.wikipedia.org/wiki/%D0%9A%D1%83%D0%B4%D0%B0%D1%80%D0%B0;52.22638889;10.11083333;Кудара;Кудара;Бурятия;81 224 810 001;81624410101;2058;730138;671240;0;UTC+8
1521;547;https://ru.wikipedia.org/wiki/%D0%9D%D0%BE%D0%B2%D0%BE%D1%81%D0%B5%D0%BB%D0%B5%D0%BD%D0%B3%D0%B8%D0%BD%D1%81%D0%BA;51.09166667;10.11027778;Новоселенгинск;Новоселенгинск;Бурятия;81 248 855 001;81648455101;2067;730145;671194;0;UTC+8
1797;0;https://ru.wikipedia.org/wiki/%D0%A7%D1%83%D1%80_(%D0%A3%D0%B4%D0%BC%D1%83%D1%80%D1%82%D0%B8%D1%8F);57.11277778;52.9675;Чур;Чур;Удмуртия;94 250 847 001;94650447101;2091;;427110;0;UTC+4
2013;70;https://ru.wikipedia.org/wiki/%D0%A1%D0%BE%D0%BB%D1%8C%D0%B2%D1%8B%D1%87%D0%B5%D0%B3%D0%BE%D0%B4%D1%81%D0%BA;61.33333333;46.91666667;Сольвычегодск;Сольвычегодск;Архангельская;11 227 504 000;11627104001;2098;781837;165330;0;UTC+3
783;0;https://ru.wikipedia.org/wiki/%D0%A3%D0%BF%D1%82%D0%B0%D1%80;59.89888889;15.01444444;Уптар;Уптар;Магаданская;44 401 560;44701000061;2109;;685902;0;UTC+11
1410;0;https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%BE%D0%B2%D0%B8%D0%B4%D0%B5%D0%BD%D0%B8%D1%8F;6.073611111;17.05361111;Провидения;Провидения;Чукотский;77 220 551;77710000051;2109;742735;689251;0;UTC+12
496;0;https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%B0%D0%B1%D1%80%D0%BE%D0%B2%D0%BE_(%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);54.89777778;20.57666667;Храброво;Храброво;Калининградская;27 209 828 013;27707000821;2143;;238315;0;UTC+2
1336;208;https://ru.wikipedia.org/wiki/%D0%98%D0%B7%D0%BC%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%BE_(%D0%A3%D0%BB%D1%8C%D1%8F%D0%BD%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);53.71916667;47.24416667;Измайлово;Измайлово;Ульяновская;14 235 836 005;73604154051;2170;;433721;0;UTC+4
1335;217;https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9_%D0%BF%D0%BE%D1%81%D1%91%D0%BB%D0%BE%D0%BA_%D0%B8%D0%BC%D0%B5%D0%BD%D0%B8_%D0%92._%D0%98._%D0%9B%D0%B5%D0%BD%D0%B8%D0%BD%D0%B0;53.56416667;46.97833333;Рабочий посёлок имени В. И. Ленина;Рабочий поселок имени В. И. Ленина;Ульяновская;73 204 556;73604156051;2187;;433734;0;UTC+4
782;0;https://ru.wikipedia.org/wiki/%D0%A1%D0%B5%D0%B9%D0%BC%D1%87%D0%B0%D0%BD_(%D0%9C%D0%B0%D0%B3%D0%B0%D0%B4%D0%B0%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);62.93083333;15.03972222;Сеймчан;Сеймчан;Магаданская;44 210 551;44710000051;2231;741347;686160;0;UTC+11
623;134;https://ru.wikipedia.org/wiki/%D0%9E%D1%80%D0%B8%D1%87%D0%B8;58.40388889;49.06055556;Оричи;Оричи;Кировская;33 230 551;33630151051;2257;783354;612080;0;UTC+3
1520;0;https://ru.wikipedia.org/wiki/%D0%AD%D1%80%D1%85%D0%B8%D1%80%D0%B8%D0%BA;51.88944444;10.13027778;Эрхирик;Эрхирик;Бурятия;81 218 815 001;81618415101;2261;+7 301 36;671320;0;UTC+8
1796;0;https://ru.wikipedia.org/wiki/%D0%98%D1%8E%D0%BB%D1%8C%D1%81%D0%BA%D0%BE%D0%B5_(%D0%92%D0%BE%D1%82%D0%BA%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD);56.86555556;53.72638889;Июльское;Июльское;Удмуртия;94 208 825 001;94608425101;2266;734145;427415;0;UTC+4
1649;0;https://ru.wikipedia.org/wiki/%D0%A8%D0%B5%D0%BB%D0%B0%D0%BD%D0%B3%D0%B5%D1%80_(%D0%BF%D0%BE%D1%81%D1%91%D0%BB%D0%BE%D0%BA);56.21944444;48.25;Шелангер;Шелангер;Марий;88 212 845 001;88612445101;2293;783645;425070;0;UTC+3
781;0;https://ru.wikipedia.org/wiki/%D0%A1%D0%B8%D0%BD%D0%B5%D0%B3%D0%BE%D1%80%D1%8C%D0%B5_(%D0%9C%D0%B0%D0%B3%D0%B0%D0%B4%D0%B0%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);62.07888889;15.00833333;Синегорье;Синегорье;Магаданская;44 222 564;44722000066;2381;;686222;0;UTC+11
1044;0;https://ru.wikipedia.org/wiki/%D0%A2%D1%8F%D0%BC%D1%88%D0%B0;57.74166667;28.18027778;Тямша;Тямша;Псковская;58 249 872 001;58649472101;2410;;180504;0;UTC+3
1570;1500;https://ru.wikipedia.org/wiki/%D0%90%D0%BA%D1%82%D0%B0%D1%88_(%D0%A0%D0%B5%D1%81%D0%BF%D1%83%D0%B1%D0%BB%D0%B8%D0%BA%D0%B0_%D0%90%D0%BB%D1%82%D0%B0%D0%B9);50.31111111;87.59916667;Акташ;Акташ;Алтай;84 230 805 001;84630405101;2418;;649743;0;UTC+7
1943;0;https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D0%B7%D0%B4%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9_(%D0%9A%D0%B0%D0%BC%D1%87%D0%B0%D1%82%D1%81%D0%BA%D0%B8%D0%B9_%D0%BA%D1%80%D0%B0%D0%B9);53.27083333;15.13805556;Раздольный;Раздольный;Камчатский;30 207 000 024;30607422101;2425;;684020;0;UTC+12
1517;893;https://ru.wikipedia.org/wiki/%D0%90%D1%80%D1%88%D0%B0%D0%BD_(%D0%91%D1%83%D1%80%D1%8F%D1%82%D0%B8%D1%8F);51.90861111;10.04027778;Аршан;Аршан;Бурятия;81 251 803 001;81651403101;2435;730147;671023;0;UTC+8
495;17;https://ru.wikipedia.org/wiki/%D0%91%D0%BE%D0%BB%D1%8C%D1%88%D0%B0%D0%BA%D0%BE%D0%B2%D0%BE_(%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);54.86666667;21.65;Большаково;Большаково;Калининградская;27 236 802 001;27727000136;2448;;238620;0;UTC+2
1795;0;https://ru.wikipedia.org/wiki/%D0%98%D1%82%D0%B0%D0%BB%D0%BC%D0%B0%D1%81_(%D1%81%D0%B5%D0%BB%D0%BE);56.91555556;53.4775;Италмас;Италмас;Удмуртия;94 216 817 001;94616417101;2452;73412;427023;0;UTC+4
494;30;https://ru.wikipedia.org/wiki/%D0%9E%D0%B7%D0%B5%D1%80%D0%BA%D0%B8_(%D0%93%D0%B2%D0%B0%D1%80%D0%B4%D0%B5%D0%B9%D1%81%D0%BA%D0%B8%D0%B9_%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D1%81%D0%BA%D0%BE%D0%B9_%D0%BE%D0%BA%D1%80%D1%83%D0%B3);54.63333333;20.88333333;Озерки;Озерки;Калининградская;27 206 816 001;27706000276;2473;740159;238224;3.5;UTC+2
1519;0;https://ru.wikipedia.org/wiki/%D0%A1%D0%B5%D0%BB%D0%B5%D0%BD%D0%B4%D1%83%D0%BC%D0%B0;50.91722222;10.10388889;Селендума;Селендума;Бурятия;81 248 873 001;81648473101;2504;730145;671195[2];0;UTC+8
493;8;https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BB%D0%BE%D0%B5_%D0%98%D1%81%D0%B0%D0%BA%D0%BE%D0%B2%D0%BE;54.73333333;20.58555556;Малое Исаково;Малое Исаково;Калининградская;27 209 802 002;27707000116;2543;740151;238310;1.21;UTC+2
1518;1376;https://ru.wikipedia.org/wiki/%D0%9E%D1%80%D0%BB%D0%B8%D0%BA_(%D0%91%D1%83%D1%80%D1%8F%D1%82%D0%B8%D1%8F);52.51;99.82111111;Орлик;Орлик;Бурятия;81 239 822 001;81639422101;2555;730150;671030;0;UTC+8
1794;0;https://ru.wikipedia.org/wiki/%D0%9A%D0%B8%D0%BB%D1%8C%D0%BC%D0%B5%D0%B7%D1%8C_(%D0%A3%D0%B4%D0%BC%D1%83%D1%80%D1%82%D0%B8%D1%8F);57.01;51.33333333;Кильмезь;Кильмезь;Удмуртия;94 241 860 001;94641460101;2574;734152;427390;0;UTC+4
1139;30;https://ru.wikipedia.org/wiki/%D0%A1%D0%B5%D0%B2%D0%B5%D1%80%D0%BE-%D0%9A%D1%83%D1%80%D0%B8%D0%BB%D1%8C%D1%81%D0%BA;50.68333333;15.10194444;Северо-Курильск;Северо-Курильск;Сахалинская;64 243 501;64743000001;2587;+7 424 53;694550;155;UTC+11
1516;0;https://ru.wikipedia.org/wiki/%D0%98%D0%BB%D1%8C%D0%BA%D0%B0_(%D1%81%D0%B5%D0%BB%D0%BE);51.71972222;10.14194444;Илька;Илька;Бурятия;81 218 825 001;81618425101;2610;730136;671331;0;UTC+8
1042;0;https://ru.wikipedia.org/wiki/%D0%A3%D1%81%D0%B2%D1%8F%D1%82%D1%8B;55.74861111;30.75555556;Усвяты;Усвяты;Псковская;58 258 551;58658151051;2674;781150;182570;0;UTC+3
1043;0;https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D0%BB%D0%BA%D0%B8%D0%BD%D0%BE_(%D0%9F%D0%B0%D0%BB%D0%BA%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD);57.53333333;28.01666667;Палкино;Палкино;Псковская;58 237 551;58637151051;2674;781145;181270;0;UTC+3
1515;0;https://ru.wikipedia.org/wiki/%D0%9D%D0%B8%D0%B6%D0%BD%D0%B8%D0%B5_%D0%A2%D0%B0%D0%BB%D1%8C%D1%86%D1%8B;51.88583333;10.13166667;Нижние Тальцы;Нижние Тальцы;Бурятия;81 218 565 001;81618452101;2683;730146;671321;0;UTC+8
1791;0;https://ru.wikipedia.org/wiki/%D0%9D%D1%8B%D0%BB%D0%B3%D0%B0;56.76138889;52.3675;Нылга;Нылга;Удмуртия;94 244 830 001;94644430101;2698;734130;427050;0;UTC+4
1792;0;https://ru.wikipedia.org/wiki/%D0%92%D0%B0%D1%80%D0%B0%D0%BA%D1%81%D0%B8%D0%BD%D0%BE_(%D0%97%D0%B0%D0%B2%D1%8C%D1%8F%D0%BB%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD);56.86555556;53.08638889;Вараксино;Вараксино;Удмуртия;94 216 807 001;94616407101;2703;73412;427027;0;UTC+4
1514;0;https://ru.wikipedia.org/wiki/%D0%93%D1%83%D1%80%D1%83%D0%BB%D1%8C%D0%B1%D0%B0;51.83444444;10.12333333;Гурульба;Гурульба;Бурятия;81 222 815 001;81622415101;2707;730140;670023;0;UTC+8
1041;0;https://ru.wikipedia.org/wiki/%D0%A1%D0%BE%D1%81%D0%BD%D0%BE%D0%B2%D1%8B%D0%B9_%D0%91%D0%BE%D1%80_(%D0%A1%D0%B5%D0%B1%D0%B5%D0%B6%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD);56.24027778;28.3175;Сосновый Бор;Сосновый Бор;Псковская;58 254 558;58654158051;2708;+7 81-140-33-;;0;UTC+3
1790;0;https://ru.wikipedia.org/wiki/%D0%9F%D1%83%D0%B3%D0%B0%D1%87%D1%91%D0%B2%D0%BE_(%D0%A3%D0%B4%D0%BC%D1%83%D1%80%D1%82%D0%B8%D1%8F);56.60944444;53.06944444;Пугачёво;Пугачево;Удмуртия;94 233 877 001;94633477101;2730;;427801;0;UTC+4
1942;0;https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D1%80%D1%8F%D0%BA%D0%B8_(%D1%81%D0%B5%D0%BB%D0%BE);53.28083333;15.13666667;Коряки;Коряки;Камчатский;30 207 000 002;30607407101;2735;741531;684021;0;UTC+12
1138;0;https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D0%B0%D1%81%D0%BD%D0%BE%D0%B3%D0%BE%D1%80%D1%81%D0%BA_(%D0%A1%D0%B0%D1%85%D0%B0%D0%BB%D0%B8%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);48.41666667;14.03472222;Красногорск;Красногорск;Сахалинская;64 248 000 003;64748000116;2751;742446;694810[3];0;UTC+11
1513;0;https://ru.wikipedia.org/wiki/%D0%A5%D0%BE%D0%B9%D1%82%D0%BE%D0%B1%D1%8D%D0%B5;51.78805556;10.12361111;Хойтобэе;Хойтобэе;Бурятия;81 222 828 004;81622428121;2754;730140;671050;0;UTC+8
1040;0;https://ru.wikipedia.org/wiki/%D0%9F%D0%BB%D1%8E%D1%81%D1%81%D0%B0_(%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9_%D0%BF%D0%BE%D1%81%D1%91%D0%BB%D0%BE%D0%BA);58.42888889;29.36;Плюсса;Плюсса;Псковская;58 243 551;58643151051;2768;781133;181000;0;UTC+3
492;30;https://ru.wikipedia.org/wiki/%D0%AE%D0%B6%D0%BD%D1%8B%D0%B9_(%D0%91%D0%B0%D0%B3%D1%80%D0%B0%D1%82%D0%B8%D0%BE%D0%BD%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD);54.54916667;20.595;Южный;Южный;Калининградская;27 203 813 006;27703000401;2772;740156;238423;0;UTC+2
1941;0;https://ru.wikipedia.org/wiki/%D0%9F%D0%B8%D0%BE%D0%BD%D0%B5%D1%80%D1%81%D0%BA%D0%B8%D0%B9_(%D0%9A%D0%B0%D0%BC%D1%87%D0%B0%D1%82%D1%81%D0%BA%D0%B8%D0%B9_%D0%BA%D1%80%D0%B0%D0%B9);53.09472222;15.14194444;Пионерский;Пионерский;Камчатский;30 207 000 021;30607421101;2782;741531;684017;0;UTC+12
1039;0;https://ru.wikipedia.org/wiki/%D0%9A%D1%83%D0%BD%D1%8C%D1%8F_(%D0%9F%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);56.28333333;30.96666667;Кунья;Кунья;Псковская;58 216 551;58616151051;2785;781149;182010;0;UTC+3
1409;0;https://ru.wikipedia.org/wiki/%D0%AD%D0%B3%D0%B2%D0%B5%D0%BA%D0%B8%D0%BD%D0%BE%D1%82;66.31666667;17.15194444;Эгвекинот;Эгвекинот;Чукотский;77 215 551;77715000051;2803;742734;689202;0;UTC+12
491;0;https://ru.wikipedia.org/wiki/%D0%94%D0%BE%D0%BB%D0%B3%D0%BE%D1%80%D1%83%D0%BA%D0%BE%D0%B2%D0%BE_(%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);54.41666667;20.51666667;Долгоруково;Долгоруково;Калининградская;27 203 828 001;27703000281;2805;740156;238430;0;UTC+2
1512;0;https://ru.wikipedia.org/wiki/%D0%A2%D0%BE%D1%85%D0%BE%D0%B9_(%D0%A1%D0%B5%D0%BB%D0%B5%D0%BD%D0%B3%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD);51.36638889;10.11;Тохой;Тохой;Бурятия;81 248 822 001;81648422101;2819;730145;671182;0;UTC+8
1648;0;https://ru.wikipedia.org/wiki/%D0%97%D0%BD%D0%B0%D0%BC%D0%B5%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_(%D0%9C%D0%B0%D1%80%D0%B8%D0%B9_%D0%AD%D0%BB);56.64555556;47.98583333;Знаменский;Знаменский;Марий;88 228 812 001;88628412101;2822;78362;425221;1.46;UTC+3
1511;0;https://ru.wikipedia.org/wiki/%D0%9D%D0%B8%D0%B6%D0%BD%D0%B8%D0%B9_%D0%A1%D0%B0%D1%8F%D0%BD%D1%82%D1%83%D0%B9;51.73777778;10.125;Нижний Саянтуй;Нижний Саянтуй;Бурятия;81 250 835 001;81650435101;2829;730146;671120;0;UTC+8
1334;0;https://ru.wikipedia.org/wiki/%D0%A1%D0%B8%D0%BB%D0%B8%D0%BA%D0%B0%D1%82%D0%BD%D1%8B%D0%B9_(%D0%A1%D0%B5%D0%BD%D0%B3%D0%B8%D0%BB%D0%B5%D0%B5%D0%B2%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD);53.99027778;48.32666667;Силикатный;Силикатный;Ульяновская;73 236 557;73636157051;2853;;433393;0;UTC+4
1793;0;https://ru.wikipedia.org/wiki/%D0%97%D1%83%D1%80%D0%B0;57.60611111;53.39166667;Зура;Зура;Удмуртия;94 218 810 001;94618410101;2880;734134;427161;0;UTC+4
1647;0;https://ru.wikipedia.org/wiki/%D0%A1%D1%83%D1%81%D0%BB%D0%BE%D0%BD%D0%B3%D0%B5%D1%80;56.31666667;48.25;Суслонгер;Суслонгер;Марий;88 212 584 000;88612184051;2882;;425050;0;UTC+3
1789;0;https://ru.wikipedia.org/wiki/%D0%9F%D0%B5%D1%80%D0%B2%D0%BE%D0%BC%D0%B0%D0%B9%D1%81%D0%BA%D0%B8%D0%B9_(%D0%97%D0%B0%D0%B2%D1%8C%D1%8F%D0%BB%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD);56.85361111;53.36388889;Первомайский;Первомайский;Удмуртия;94 216 835 001;94616435101;2884;73412;427007;0;UTC+4
1333;0;https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D0%B0%D1%81%D0%BD%D1%8B%D0%B9_%D0%93%D1%83%D0%BB%D1%8F%D0%B9;54.02694444;48.33277778;Красный Гуляй;Красный Гуляй;Ульяновская;73 236 553;73636153051;2890;784233;433396;0;UTC+4
1940;0;https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D0%BB%D0%B0%D0%BD%D0%B0;59.08416667;15.16583333;Палана;Палана;Камчатский;30 132 657;30851000051;2922;741543;688000;15;UTC+12
1510;555;https://ru.wikipedia.org/wiki/%D0%93%D1%83%D1%81%D0%B8%D0%BD%D0%BE%D0%B5_%D0%9E%D0%B7%D0%B5%D1%80%D0%BE_(%D1%81%D0%B5%D0%BB%D0%BE);51.12277778;10.10416667;Гусиное Озеро;Гусиное Озеро;Бурятия;81 248 808 001;81648408101;2935;730145;671194;0;UTC+8
1509;617;https://ru.wikipedia.org/wiki/%D0%9D%D0%B0%D1%83%D1%88%D0%BA%D0%B8;50.38861111;10.10166667;Наушки;Наушки;Бурятия;81 233 555 000;81633155051;2944;730142;671820;0;UTC+8
1646;0;https://ru.wikipedia.org/wiki/%D0%AE%D1%80%D0%B8%D0%BD%D0%BE_(%D0%9C%D0%B0%D1%80%D0%B8%D0%B9_%D0%AD%D0%BB);56.28694444;46.29944444;Юрино;Юрино;Марий;88 256 551;88656151051;2984;+7 83644;425370;0;UTC+3
251;200;https://ru.wikipedia.org/wiki/%D0%A0%D0%BE%D0%B3%D0%BE%D0%B2%D0%B0%D1%82%D0%BE%D0%B5;51.22388889;38.37083333;Роговатое;Роговатое;Белгородская;14 252 000 054;14740000366;3001;74725;;8.29;UTC+3
974;0;https://ru.wikipedia.org/wiki/%D0%A8%D0%B0%D0%B1%D0%BB%D1%8B%D0%BA%D0%B8%D0%BD%D0%BE_(%D0%9E%D1%80%D0%BB%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);52.85416667;35.19722222;Шаблыкино;Шаблыкино;Орловская;54 259 551;54659151051;3005;748644;303260;0;UTC+3
1933;55;https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%B8%D0%B2%D0%BE%D0%B4%D0%B8%D0%BD%D0%BE;61.07361111;46.48666667;Приводино;Приводино;Архангельская;11 227 557;11627157051;3012;781837;165391;3;UTC+3
645;140;https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BB%D0%BE%D0%B3%D1%80%D0%B8%D0%B2;58.825;44.31138889;Кологрив;Кологрив;Костромская;34 212 501;34612101001;3032;749443;157440;0;UTC+3
1645;114;https://ru.wikipedia.org/wiki/%D0%A1%D1%83%D1%80%D0%BE%D0%BA_(%D0%9C%D0%B0%D1%80%D0%B8%D0%B9_%D0%AD%D0%BB);56.44555556;48.12333333;Сурок;Сурок;Марий;88 228 817 011;88628419111;3038;78362;424901;0;UTC+3
250;0;https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D1%81%D1%81%D0%BE%D0%BD%D0%BE%D0%B2%D0%BA%D0%B0_(%D0%91%D0%B5%D0%BB%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);50.52555556;36.30027778;Бессоновка;Бессоновка;Белгородская;14 210 803 001;14610408101;3065;;308590;0;UTC+3
1787;0;https://ru.wikipedia.org/wiki/%D0%AF%D0%B3%D1%83%D0%BB_(%D0%97%D0%B0%D0%B2%D1%8C%D1%8F%D0%BB%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD);56.94444444;53.30972222;Ягул;Ягул;Удмуртия;94 216 860 001;94616460101;3072;73412;427018;0;UTC+4
