norm_name;name;norm_reg;href;lat;long;okato;oktmo;people;square;height;phone_code;post_index;timezone;RegName;RegOKATO;RegPeople;RegSquare;adm_center;FedName;people2017;city_people;country_people
Калевала;Калевала;Карелия;https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%BB%D0%B5%D0%B2%D0%B0%D0%BB%D0%B0_(%D0%9A%D0%B0%D1%80%D0%B5%D0%BB%D0%B8%D1%8F);65.2;31.16666667;86 209 551;86609151051;3881;0.0;0.0;781454;186910;UTC+3;Карелия;86;627083.0;180520.0;Петрозаводск;Северо-Западный федеральный округ;3881;3881;
Темиртау;Темиртау;Кемеровская;https://ru.wikipedia.org/wiki/%D0%A2%D0%B5%D0%BC%D0%B8%D1%80%D1%82%D0%B0%D1%83_(%D0%9A%D0%B5%D0%BC%D0%B5%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);53.13694444;87.45194444;32 227 565;32627165051;3915;0.0;344.0;738473;652920;UTC+7;Кемеровская область;32;2708844.0;95725.0;Кемерово;Сибирский федеральный округ;3915;3915;
Аршан;Аршан;Калмыкия;https://ru.wikipedia.org/wiki/%D0%90%D1%80%D1%88%D0%B0%D0%BD_(%D0%9A%D0%B0%D0%BB%D0%BC%D1%8B%D0%BA%D0%B8%D1%8F);46.275;44.22722222;85 401 000 001;85701000106;3927;9.87;94.0;784722;358903;UTC+3;Калмыкия;85;277803.0;74731.0;Элиста;Южный федеральный округ;;;
Юкаменское;Юкаменское;Удмуртия;https://ru.wikipedia.org/wiki/%D0%AE%D0%BA%D0%B0%D0%BC%D0%B5%D0%BD%D1%81%D0%BA%D0%BE%D0%B5;57.89027778;52.24027778;94 248 877 001;94648477101;3940;0.0;0.0;734161;427680;UTC+4;Удмуртия;94;1516826.0;42061.0;Ижевск;Приволжский федеральный округ;;;
Приволжский;Приволжский;Марий;https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%B8%D0%B2%D0%BE%D0%BB%D0%B6%D1%81%D0%BA%D0%B8%D0%B9_(%D0%9C%D0%B0%D1%80%D0%B8%D0%B9_%D0%AD%D0%BB);55.96;48.43;88 204 559 000;88604159051;3955;0.0;88.0;;425030;UTC+3;Марий Эл;88;684684.0;23375.0;Йошкар-Ола;Приволжский федеральный округ;3955;3955;
Долгое;Долгое;Орловская;https://ru.wikipedia.org/wiki/%D0%94%D0%BE%D0%BB%D0%B3%D0%BE%D0%B5_(%D0%94%D0%BE%D0%BB%D0%B6%D0%B0%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD);52.05833333;37.52444444;54 215 551;54615151051;3968;0.0;200.0;748672;;UTC+3;Орловская область;54;754816.0;24652.0;Орел;Центральный федеральный округ;3968;3968;
Саган-Нур;Саган-Нур;Бурятия;https://ru.wikipedia.org/wiki/%D0%A1%D0%B0%D0%B3%D0%B0%D0%BD-%D0%9D%D1%83%D1%80;51.34083333;10.14055556;81 236 842 001;81636442101;3997;0.0;0.0;730143;;UTC+8;Бурятия;81;984134.0;351334.0;Улан-Удэ;Сибирский федеральный округ;;;
Килемары;Килемары;Марий;https://ru.wikipedia.org/wiki/%D0%9A%D0%B8%D0%BB%D0%B5%D0%BC%D0%B0%D1%80%D1%8B;56.76666667;46.85;88 216 551 000;88616151051;3999;0.0;0.0;;425270[2];UTC+3;Марий Эл;88;684684.0;23375.0;Йошкар-Ола;Приволжский федеральный округ;3999;3999;
Ладушкин;Ладушкин;Калининградская;https://ru.wikipedia.org/wiki/%D0%9B%D0%B0%D0%B4%D1%83%D1%88%D0%BA%D0%B8%D0%BD;54.56666667;20.16666667;27 203 505;27711000001;4007;0.0;10.0;740156;238460;UTC+2;Калининградская область;27;986261.0;15125.0;Калининград;Северо-Западный федеральный округ;4007;4007;
Чемал;Чемал;Алтай;https://ru.wikipedia.org/wiki/%D0%A7%D0%B5%D0%BC%D0%B0%D0%BB_(%D1%81%D0%B5%D0%BB%D0%BE);51.41111111;86.005;84 243 855 001;84643455101;4011;0.0;0.0;+7 38841 (241);649240;UTC+7;Алтай;84;217007.0;92903.0;Горно-Алтайск;Сибирский федеральный округ;;;
Знаменск;Знаменск;Калининградская;https://ru.wikipedia.org/wiki/%D0%97%D0%BD%D0%B0%D0%BC%D0%B5%D0%BD%D1%81%D0%BA_(%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);54.61666667;21.21666667;27 206 802 008;27706000126;4036;0.0;6.0;7401592;238200;UTC+2;Калининградская область;27;986261.0;15125.0;Калининград;Северо-Западный федеральный округ;;;
Мещовск;Мещовск;Калужская;https://ru.wikipedia.org/wiki/%D0%9C%D0%B5%D1%89%D0%BE%D0%B2%D1%81%D0%BA;54.31666667;35.28333333;29 227 501;29627101001;4037;0.0;215.0;748446;249240;UTC+3;Калужская область;29;1014570.0;29777.0;Калуга;Центральный федеральный округ;4037;4037;
Горнозаводск;Горнозаводск;Сахалинская;https://ru.wikipedia.org/wiki/%D0%93%D0%BE%D1%80%D0%BD%D0%BE%D0%B7%D0%B0%D0%B2%D0%BE%D0%B4%D1%81%D0%BA_(%D0%A1%D0%B0%D1%85%D0%B0%D0%BB%D0%B8%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);46.55;14.03083333;64 228 816 001;64728000141;4053;0.0;0.0;742436;694760[2];UTC+11;Сахалинская область;64;487344.0;87101.0;Южно-Сахалинск;Дальневосточный федеральный округ;;;
Лоухи;Лоухи;Карелия;https://ru.wikipedia.org/wiki/%D0%9B%D0%BE%D1%83%D1%85%D0%B8_(%D0%BF%D0%BE%D1%81%D1%91%D0%BB%D0%BE%D0%BA_%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D1%81%D0%BA%D0%BE%D0%B3%D0%BE_%D1%82%D0%B8%D0%BF%D0%B0);66.06666667;33.03333333;86 221 551 000;86621151051;4053;29.2;90.0;781439;186660;UTC+3;Карелия;86;627083.0;180520.0;Петрозаводск;Северо-Западный федеральный округ;4053;4053;
Солнцево;Солнцево;Курская;https://ru.wikipedia.org/wiki/%D0%A1%D0%BE%D0%BB%D0%BD%D1%86%D0%B5%D0%B2%D0%BE_(%D0%9A%D1%83%D1%80%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);51.41527778;36.75194444;382 385 517;38638151051;4069;0.0;208.0;+7 471 54;306120;UTC+3;Курская область;38;1122893.0;29997.0;Курск;Центральный федеральный округ;4069;4069;
Пустошка;Пустошка;Псковская;https://ru.wikipedia.org/wiki/%D0%9F%D1%83%D1%81%D1%82%D0%BE%D1%88%D0%BA%D0%B0;56.33333333;29.36666667;58 250 501;58650101001;4083;0.0;160.0;781142;182300;UTC+3;Псковская область;58;642164.0;55399.0;Псков;Северо-Западный федеральный округ;4083;4083;
Хомутово;Хомутово;Орловская;https://ru.wikipedia.org/wiki/%D0%A5%D0%BE%D0%BC%D1%83%D1%82%D0%BE%D0%B2%D0%BE_(%D0%9E%D1%80%D0%BB%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);52.85638889;37.44305556;54 239 551;54639151051;4084;6.0;0.0;+7 486 78;303620;UTC+3;Орловская область;54;754816.0;24652.0;Орел;Центральный федеральный округ;4084;4084;
Нестеров;Нестеров;Калининградская;https://ru.wikipedia.org/wiki/%D0%9D%D0%B5%D1%81%D1%82%D0%B5%D1%80%D0%BE%D0%B2_(%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);54.63333333;22.56666667;27 224 501;27624101001;4086;8.0;65.0;740144;238010;UTC+2;Калининградская область;27;986261.0;15125.0;Калининград;Северо-Западный федеральный округ;4086;4086;
Ики-Бурул;Ики-Бурул;Калмыкия;https://ru.wikipedia.org/wiki/%D0%98%D0%BA%D0%B8-%D0%91%D1%83%D1%80%D1%83%D0%BB;45.82027778;44.64;85 210 815 001;85610415101;4095;0.0;116.0;784732;359130;UTC+3;Калмыкия;85;277803.0;74731.0;Элиста;Южный федеральный округ;;;
Радищево;Радищево;Ульяновская;https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D0%B4%D0%B8%D1%89%D0%B5%D0%B2%D0%BE_(%D0%A3%D0%BB%D1%8C%D1%8F%D0%BD%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);52.85;47.88333333;73 234 551;73634151051;4096;0.0;0.0;;433910;UTC+4;Ульяновская область;73;1252887.0;37181.0;Ульяновск;Приволжский федеральный округ;4096;4096;
Озерск;Озёрск;Калининградская;https://ru.wikipedia.org/wiki/%D0%9E%D0%B7%D1%91%D1%80%D1%81%D0%BA_(%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);54.41666667;22.01666667;27 227 501;27716000001;4108;12.0;80.0;740142;238120;UTC+2;Калининградская область;27;986261.0;15125.0;Калининград;Северо-Западный федеральный округ;4108;4108;
Копьево;Копьёво;Хакасия;https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BF%D1%8C%D1%91%D0%B2%D0%BE_(%D0%BF%D0%BE%D1%81%D1%91%D0%BB%D0%BE%D0%BA,_%D0%A5%D0%B0%D0%BA%D0%B0%D1%81%D0%B8%D1%8F);54.99083333;89.82277778;95 220 551;95620403101;4113;0.0;0.0;739036;655250;UTC+7;Хакасия;95;537668.0;61569.0;Абакан;Сибирский федеральный округ;;;
Славск;Славск;Калининградская;https://ru.wikipedia.org/wiki/%D0%A1%D0%BB%D0%B0%D0%B2%D1%81%D0%BA;55.05;21.66666667;27 236 501;27727000001;4145;10.0;2.0;740163;238600;UTC+2;Калининградская область;27;986261.0;15125.0;Калининград;Северо-Западный федеральный округ;4145;4145;
Мосальск;Мосальск;Калужская;https://ru.wikipedia.org/wiki/%D0%9C%D0%BE%D1%81%D0%B0%D0%BB%D1%8C%D1%81%D0%BA;54.48333333;34.98333333;29 229 501;29629101001;4161;0.0;210.0;748452;249930;UTC+3;Калужская область;29;1014570.0;29777.0;Калуга;Центральный федеральный округ;4161;4161;
Правдинск;Правдинск;Калининградская;https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%B0%D0%B2%D0%B4%D0%B8%D0%BD%D1%81%D0%BA;54.45;21.01666667;27 233 501;27719000001;4171;10.0;20.0;740157;238400;UTC+2;Калининградская область;27;986261.0;15125.0;Калининград;Северо-Западный федеральный округ;4171;4171;
Покровское;Покровское;Орловская;https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D0%BA%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5_(%D0%9E%D1%80%D0%BB%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);52.61222222;36.86805556;54 250 551;54650151051;4177;0.0;229.0;748664;303170;UTC+3;Орловская область;54;754816.0;24652.0;Орел;Центральный федеральный округ;4177;4177;
Духовщина;Духовщина;Смоленская;https://ru.wikipedia.org/wiki/%D0%94%D1%83%D1%85%D0%BE%D0%B2%D1%89%D0%B8%D0%BD%D0%B0;55.2;32.41666667;66 216 501;66616101001;4184;11.0;220.0;748166;;UTC+3;Смоленская область;66;953201.0;49779.0;Смоленск;Центральный федеральный округ;4184;4184;
Ерцево;Ерцево;Архангельская;https://ru.wikipedia.org/wiki/%D0%95%D1%80%D1%86%D0%B5%D0%B2%D0%BE;60.8;40.08333333;11 222 818 001;11622418101;4201;0.0;0.0;781858;;UTC+3;Архангельская область;11;1165750.0;589913.0;Архангельск;Северо-Западный федеральный округ;;;
Ильинка;Ильинка;Бурятия;https://ru.wikipedia.org/wiki/%D0%98%D0%BB%D1%8C%D0%B8%D0%BD%D0%BA%D0%B0_(%D0%91%D1%83%D1%80%D1%8F%D1%82%D0%B8%D1%8F);52.12305556;10.12111111;81 242 854 001;81642454101;4203;0.0;0.0;730144;671280;UTC+8;Бурятия;81;984134.0;351334.0;Улан-Удэ;Сибирский федеральный округ;;;
Туим;Туим;Хакасия;https://ru.wikipedia.org/wiki/%D0%A2%D1%83%D0%B8%D0%BC;54.31972222;89.92138889;95 235 565;95635403101;4211;0.0;0.0;;655225;UTC+7;Хакасия;95;537668.0;61569.0;Абакан;Сибирский федеральный округ;;;
Засосна;Засосна;Белгородская;https://ru.wikipedia.org/wiki/%D0%97%D0%B0%D1%81%D0%BE%D1%81%D0%BD%D0%B0_(%D0%91%D0%B5%D0%BB%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);50.62694444;38.38777778;14 242 806 001;14642424101;4213;0.0;0.0;747247;309926;UTC+3;Белгородская область;14;1552865.0;27134.0;Белгород;Центральный федеральный округ;;;
Лесной;Лесной;Кировская;https://ru.wikipedia.org/wiki/%D0%9B%D0%B5%D1%81%D0%BD%D0%BE%D0%B9_(%D0%9A%D0%B8%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);59.78666667;52.1475;33 207 554;33607154051;4214;0.0;0.0;783339;612815;UTC+3;Кировская область;33;1291684.0;120374.0;Киров;Приволжский федеральный округ;4214;4214;
Пятницкое;Пятницкое;Белгородская;https://ru.wikipedia.org/wiki/%D0%9F%D1%8F%D1%82%D0%BD%D0%B8%D1%86%D0%BA%D0%BE%D0%B5_(%D0%91%D0%B5%D0%BB%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);50.42361111;37.85388889;14 230 562;14630162051;4215;0.0;161.0;747235;;UTC+3;Белгородская область;14;1552865.0;27134.0;Белгород;Центральный федеральный округ;4215;4215;
Яшалта;Яшалта;Калмыкия;https://ru.wikipedia.org/wiki/%D0%AF%D1%88%D0%B0%D0%BB%D1%82%D0%B0;46.33888889;42.27222222;85 250 880 001;85650480101;4229;0.0;42.0;784745;359010;UTC+3;Калмыкия;85;277803.0;74731.0;Элиста;Южный федеральный округ;;;
Урдома;Урдома;Архангельская;https://ru.wikipedia.org/wiki/%D0%A3%D1%80%D0%B4%D0%BE%D0%BC%D0%B0;61.77055556;48.54944444;;11635157051;4234;0.0;101.0;+7 81859;165720;;Архангельская область;11;1165750.0;589913.0;Архангельск;Северо-Западный федеральный округ;4234;4234;
Каз;Каз;Кемеровская;https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%B7_(%D0%BF%D0%BE%D1%81%D1%91%D0%BB%D0%BE%D0%BA_%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D1%81%D0%BA%D0%BE%D0%B3%D0%BE_%D1%82%D0%B8%D0%BF%D0%B0);53.10833333;87.54166667;32 227 554;32627154051;4248;0.0;621.0;;652930;UTC+7;Кемеровская область;32;2708844.0;95725.0;Кемерово;Сибирский федеральный округ;4248;4248;
Красноармейское;Красноармейское;Чувашия;https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D0%B0%D1%81%D0%BD%D0%BE%D0%B0%D1%80%D0%BC%D0%B5%D0%B9%D1%81%D0%BA%D0%BE%D0%B5_(%D0%A7%D1%83%D0%B2%D0%B0%D1%88%D0%B8%D1%8F);55.76722222;47.16972222;97 224 830 001;97624430101;4271;0.0;0.0;783530;429620;UTC+3;Чувашия;97;1235863.0;18343.0;Чебоксары;Приволжский федеральный округ;;;
Бурея;Бурея;Амурская;https://ru.wikipedia.org/wiki/%D0%91%D1%83%D1%80%D0%B5%D1%8F_(%D0%90%D0%BC%D1%83%D1%80%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);49.78333333;12.16277778;102 155 573;10615157051;4281;0.0;111.0;741634;;UTC+9;Амурская область;10;801752.0;361908.0;Благовещенск;Дальневосточный федеральный округ;4281;4281;
Красный Октябрь;Красный Октябрь;Курганская;https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D0%B0%D1%81%D0%BD%D1%8B%D0%B9_%D0%9E%D0%BA%D1%82%D1%8F%D0%B1%D1%80%D1%8C_(%D0%9A%D0%B0%D1%80%D0%B3%D0%B0%D0%BF%D0%BE%D0%BB%D1%8C%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD);55.64166667;64.8;37 210 554;37610154051;4290;0.0;133.0;735256;641940;UTC+5;Курганская область;37;854109.0;71488.0;Курган;Уральский федеральный округ;4290;4290;
Шемурша;Шемурша;Чувашия;https://ru.wikipedia.org/wiki/%D0%A8%D0%B5%D0%BC%D1%83%D1%80%D1%88%D0%B0;54.88888889;47.53444444;97 247 864 001;97647464101;4297;0.0;0.0;783546;429170;UTC+3;Чувашия;97;1235863.0;18343.0;Чебоксары;Приволжский федеральный округ;;;
Новая Брянь;Новая Брянь;Бурятия;https://ru.wikipedia.org/wiki/%D0%9D%D0%BE%D0%B2%D0%B0%D1%8F_%D0%91%D1%80%D1%8F%D0%BD%D1%8C;51.72055556;10.13777778;81 218 835 001;81618435101;4301;0.0;0.0;730136;671325;UTC+8;Бурятия;81;984134.0;351334.0;Улан-Удэ;Сибирский федеральный округ;;;
Красногорское;Красногорское;Удмуртия;https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D0%B0%D1%81%D0%BD%D0%BE%D0%B3%D0%BE%D1%80%D1%81%D0%BA%D0%BE%D0%B5_(%D0%A3%D0%B4%D0%BC%D1%83%D1%80%D1%82%D0%B8%D1%8F);57.70694444;52.49694444;94 230 866 001;94630466101;4302;0.0;0.0;734164;427650;UTC+4;Удмуртия;94;1516826.0;42061.0;Ижевск;Приволжский федеральный округ;;;
Тарбагатай;Тарбагатай;Бурятия;https://ru.wikipedia.org/wiki/%D0%A2%D0%B0%D1%80%D0%B1%D0%B0%D0%B3%D0%B0%D1%82%D0%B0%D0%B9_(%D0%A2%D0%B0%D1%80%D0%B1%D0%B0%D0%B3%D0%B0%D1%82%D0%B0%D0%B9%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD);51.48055556;10.1225;81 250 840 001;81650440101;4308;0.0;0.0;730146;671110;UTC+8;Бурятия;81;984134.0;351334.0;Улан-Удэ;Сибирский федеральный округ;;;
Милославское;Милославское;Рязанская;https://ru.wikipedia.org/wiki/%D0%9C%D0%B8%D0%BB%D0%BE%D1%81%D0%BB%D0%B0%D0%B2%D1%81%D0%BA%D0%BE%D0%B5_(%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);53.57416667;39.43972222;61 215 551;61615151051;4312;0.0;0.0;749157;391770;UTC+3;Рязанская область;61;1126739.0;39605.0;Рязань;Центральный федеральный округ;4312;4312;
Холмогоры;Холмогоры;Архангельская;https://ru.wikipedia.org/wiki/%D0%A5%D0%BE%D0%BB%D0%BC%D0%BE%D0%B3%D0%BE%D1%80%D1%8B;64.225;41.65;11 256 860 001;11656460101;4343;0.0;0.0;781830;;UTC+3;Архангельская область;11;1165750.0;589913.0;Архангельск;Северо-Западный федеральный округ;;;
Пиндуши;Пиндуши;Карелия;https://ru.wikipedia.org/wiki/%D0%9F%D0%B8%D0%BD%D0%B4%D1%83%D1%88%D0%B8;62.915;34.57638889;86 224 555;86624155051;4347;0.0;0.0;;186323;UTC+3;Карелия;86;627083.0;180520.0;Петрозаводск;Северо-Западный федеральный округ;4347;4347;
Селихино;Селихино;Хабаровский;https://ru.wikipedia.org/wiki/%D0%A1%D0%B5%D0%BB%D0%B8%D1%85%D0%B8%D0%BD%D0%BE;50.36888889;13.125;8 220 849 001;08620449101;4349;0.0;0.0;742172;681085;UTC+10;Хабаровский край;8;1333294.0;787633.0;Хабаровск;Дальневосточный федеральный округ;;;
Усть-Камчатск;Усть-Камчатск;Камчатский;https://ru.wikipedia.org/wiki/%D0%A3%D1%81%D1%82%D1%8C-%D0%9A%D0%B0%D0%BC%D1%87%D0%B0%D1%82%D1%81%D0%BA;56.23333333;16.04222222;30 219 000 001;30619401101;4352;0.0;0.0;741534;684412-684415;UTC+12;Камчатский край;30;314729.0;464275.0;Петропавловск-Камчатский;Дальневосточный федеральный округ;;;
Чистые Боры;Чистые Боры;Костромская;https://ru.wikipedia.org/wiki/%D0%A7%D0%B8%D1%81%D1%82%D1%8B%D0%B5_%D0%91%D0%BE%D1%80%D1%8B;58.36666667;41.63333333;34 204 559;34604159051;4357;0.0;0.0;;157049;UTC+3;Костромская область;34;648157.0;60211.0;Кострома;Центральный федеральный округ;4357;4357;
Спас-Деменск;Спас-Деменск;Калужская;https://ru.wikipedia.org/wiki/%D0%A1%D0%BF%D0%B0%D1%81-%D0%94%D0%B5%D0%BC%D0%B5%D0%BD%D1%81%D0%BA;54.41666667;34.03333333;29 234 501;29634101001;4357;0.0;225.0;748455;;UTC+3;Калужская область;29;1014570.0;29777.0;Калуга;Центральный федеральный округ;4357;4357;
