name;type;okato;oktmo;name2;sign_budget;oktmo_budget;name_budget;oktmo_parent;name_parent;;;;;;;;;;;;;;;;;;;;;;;;;;;
Соускановское сельское поселение Тарского муниципального района Омской области;сельское поселение;52254850000;52654450;Соускановское;+;52654450;Соускановское;52654000;Тарский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Усть-Тарское сельское поселение Тарского муниципального района Омской области;сельское поселение;52254851000;52654451;Усть-Тарское;+;52654451;Усть-Тарское;52654000;Тарский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Чекрушанское сельское поселение Тарского муниципального района Омской области;сельское поселение;52254852000;52654452;Чекрушанское;+;52654452;Чекрушанское;52654000;Тарский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Черняевское сельское поселение Тарского муниципального района Омской области;сельское поселение;52254856000;52654456;Черняевское;+;52654456;Черняевское;52654000;Тарский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Тевризский муниципальный район Омской области;муниципальный район;52255000000;52655000;Тевризский муниципальный район;+;52655000;Тевризский муниципальный район;52000000;Омская область;;;;;;;;;;;;;;;;;;;;;;;;;;;
Тевризское городское поселение Тевризского муниципального района Омской области;городское поселение;52255551000;52655151;Тевризское;+;52655151;Тевризское;52655000;Тевризский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Александровское сельское поселение Тевризского муниципального района Омской области;сельское поселение;52255802000;52655402;Александровское;+;52655402;Александровское;52655000;Тевризский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Бакшеевское сельское поселение Тевризского муниципального района Омской области;сельское поселение;52255804000;52655404;Бакшеевское;+;52655404;Бакшеевское;52655000;Тевризский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Бородинское сельское поселение Тевризского муниципального района Омской области;сельское поселение;52255805000;52655405;Бородинское;+;52655405;Бородинское;52655000;Тевризский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Екатерининское сельское поселение Тевризского муниципального района Омской области;сельское поселение;52255807000;52655407;Екатерининское;+;52655407;Екатерининское;52655000;Тевризский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ермиловское сельское поселение Тевризского муниципального района Омской области;сельское поселение;52255810000;52655410;Ермиловское;+;52655410;Ермиловское;52655000;Тевризский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Журавлевское сельское поселение Тевризского муниципального района Омской области;сельское поселение;52255813000;52655413;Журавлевское;+;52655413;Журавлевское;52655000;Тевризский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Иваново-Мысское сельское поселение Тевризского муниципального района Омской области;сельское поселение;52255816000;52655416;Иваново-Мысское;+;52655416;Иваново-Мысское;52655000;Тевризский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Кипское сельское поселение Тевризского муниципального района Омской области;сельское поселение;52255819000;52655419;Кипское;+;52655419;Кипское;52655000;Тевризский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Кузнецовское сельское поселение Тевризского муниципального района Омской области;сельское поселение;52255820000;52655420;Кузнецовское;+;52655420;Кузнецовское;52655000;Тевризский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Белоярское сельское поселение Тевризского муниципального района Омской области;сельское поселение;52255822000;52655422;Белоярское;+;52655422;Белоярское;52655000;Тевризский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Петелинское сельское поселение Тевризского муниципального района Омской области;сельское поселение;52255828000;52655428;Петелинское;+;52655428;Петелинское;52655000;Тевризский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Петровское сельское поселение Тевризского муниципального района Омской области;сельское поселение;52255831000;52655431;Петровское;+;52655431;Петровское;52655000;Тевризский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Утьминское сельское поселение Тевризского муниципального района Омской области;сельское поселение;52255837000;52655437;Утьминское;+;52655437;Утьминское;52655000;Тевризский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Тюкалинский муниципальный район Омской области;муниципальный район;52256000000;52656000;Тюкалинский муниципальный район;+;52656000;Тюкалинский муниципальный район;52000000;Омская область;;;;;;;;;;;;;;;;;;;;;;;;;;;
Тюкалинское городское поселение Тюкалинского муниципального района Омской области;городское поселение;52418000000;52656101;Тюкалинское;+;52656101;Тюкалинское;52656000;Тюкалинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Атрачинское сельское поселение Тюкалинского муниципального района Омской области;сельское поселение;52256802000;52656402;Атрачинское;+;52656402;Атрачинское;52656000;Тюкалинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Бекишевское сельское поселение Тюкалинского муниципального района Омской области;сельское поселение;52256803000;52656403;Бекишевское;+;52656403;Бекишевское;52656000;Тюкалинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Белоглазовское сельское поселение Тюкалинского муниципального района Омской области;сельское поселение;52256804000;52656404;Белоглазовское;+;52656404;Белоглазовское;52656000;Тюкалинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Валуевское сельское поселение Тюкалинского муниципального района Омской области;сельское поселение;52256806000;52656406;Валуевское;+;52656406;Валуевское;52656000;Тюкалинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Кабырдакское сельское поселение Тюкалинского муниципального района Омской области;сельское поселение;52256808000;52656408;Кабырдакское;+;52656408;Кабырдакское;52656000;Тюкалинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Коршуновское сельское поселение Тюкалинского муниципального района Омской области;сельское поселение;52256810000;52656410;Коршуновское;+;52656410;Коршуновское;52656000;Тюкалинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Красноусовское сельское поселение Тюкалинского муниципального района Омской области;сельское поселение;52256813000;52656413;Красноусовское;+;52656413;Красноусовское;52656000;Тюкалинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Малиновское сельское поселение Тюкалинского муниципального района Омской области;сельское поселение;52256819000;52656419;Малиновское;+;52656419;Малиновское;52656000;Тюкалинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Нагибинское сельское поселение Тюкалинского муниципального района Омской области;сельское поселение;52256822000;52656422;Нагибинское;+;52656422;Нагибинское;52656000;Тюкалинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Никольское сельское поселение Тюкалинского муниципального района Омской области;сельское поселение;52256825000;52656425;Никольское;+;52656425;Никольское;52656000;Тюкалинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Новокошкульское сельское поселение Тюкалинского муниципального района Омской области;сельское поселение;52256828000;52656428;Новокошкульское;+;52656428;Новокошкульское;52656000;Тюкалинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Октябрьское сельское поселение Тюкалинского муниципального района Омской области;сельское поселение;52256831000;52656431;Октябрьское;+;52656431;Октябрьское;52656000;Тюкалинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Сажинское сельское поселение Тюкалинского муниципального района Омской области;сельское поселение;52256833000;52656433;Сажинское;+;52656433;Сажинское;52656000;Тюкалинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Старосолдатское сельское поселение Тюкалинского муниципального района Омской области;сельское поселение;52256834000;52656434;Старосолдатское;+;52656434;Старосолдатское;52656000;Тюкалинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Троицкое сельское поселение Тюкалинского муниципального района Омской области;сельское поселение;52256837000;52656437;Троицкое;+;52656437;Троицкое;52656000;Тюкалинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Хуторское сельское поселение Тюкалинского муниципального района Омской области;сельское поселение;52256840000;52656440;Хуторское;+;52656440;Хуторское;52656000;Тюкалинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Усть-Ишимский муниципальный район Омской области;муниципальный район;52257000000;52657000;Усть-Ишимский муниципальный район;+;52657000;Усть-Ишимский муниципальный район;52000000;Омская область;;;;;;;;;;;;;;;;;;;;;;;;;;;
Большебичинское сельское поселение Усть-Ишимского муниципального района Омской области;сельское поселение;52257802000;52657402;Большебичинское;+;52657402;Большебичинское;52657000;Усть-Ишимский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Большетавинское сельское поселение Усть-Ишимского муниципального района Омской области;сельское поселение;52257804000;52657404;Большетавинское;+;52657404;Большетавинское;52657000;Усть-Ишимский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Большетебендинское сельское поселение Усть-Ишимского муниципального района Омской области;сельское поселение;52257807000;52657407;Большетебендинское;+;52657407;Большетебендинское;52657000;Усть-Ишимский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Кайсинское сельское поселение Усть-Ишимского муниципального района Омской области;сельское поселение;52257810000;52657410;Кайсинское;+;52657410;Кайсинское;52657000;Усть-Ишимский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Загваздинское сельское поселение Усть-Ишимского муниципального района Омской области;сельское поселение;52257813000;52657413;Загваздинское;+;52657413;Загваздинское;52657000;Усть-Ишимский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Кайлинское сельское поселение Усть-Ишимского муниципального района Омской области;сельское поселение;52257816000;52657416;Кайлинское;+;52657416;Кайлинское;52657000;Усть-Ишимский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Никольское сельское поселение Усть-Ишимского муниципального района Омской области;сельское поселение;52257819000;52657419;Никольское;+;52657419;Никольское;52657000;Усть-Ишимский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ореховское сельское поселение Усть-Ишимского муниципального района Омской области;сельское поселение;52257822000;52657422;Ореховское;+;52657422;Ореховское;52657000;Усть-Ишимский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Пановское сельское поселение Усть-Ишимского муниципального района Омской области;сельское поселение;52257825000;52657425;Пановское;+;52657425;Пановское;52657000;Усть-Ишимский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Слободчиковское сельское поселение Усть-Ишимского муниципального района Омской области;сельское поселение;52257828000;52657428;Слободчиковское;+;52657428;Слободчиковское;52657000;Усть-Ишимский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Усть-Ишимское сельское поселение Усть-Ишимского муниципального района Омской области;сельское поселение;52257832000;52657432;Усть-Ишимское;+;52657432;Усть-Ишимское;52657000;Усть-Ишимский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Утускунское сельское поселение Усть-Ишимского муниципального района Омской области;сельское поселение;52257835000;52657435;Утускунское;+;52657435;Утускунское;52657000;Усть-Ишимский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ярковское сельское поселение Усть-Ишимского муниципального района Омской области;сельское поселение;52257838000;52657438;Ярковское;+;52657438;Ярковское;52657000;Усть-Ишимский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Черлакский муниципальный район Омской области;муниципальный район;52258000000;52658000;Черлакский муниципальный район;+;52658000;Черлакский муниципальный район;52000000;Омская область;;;;;;;;;;;;;;;;;;;;;;;;;;;
Черлакское городское поселение Черлакского муниципального района Омской области;городское поселение;52258551000;52658151;Черлакское;+;52658151;Черлакское;52658000;Черлакский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Большеатмасское сельское поселение Черлакского муниципального района Омской области;сельское поселение;52258802000;52658402;Большеатмасское;+;52658402;Большеатмасское;52658000;Черлакский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Елизаветинское сельское поселение Черлакского муниципального района Омской области;сельское поселение;52258804000;52658404;Елизаветинское;+;52658404;Елизаветинское;52658000;Черлакский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Иртышское сельское поселение Черлакского муниципального района Омской области;сельское поселение;52258807000;52658407;Иртышское;+;52658407;Иртышское;52658000;Черлакский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Краснооктябрьское сельское поселение Черлакского муниципального района Омской области;сельское поселение;52258810000;52658410;Краснооктябрьское;+;52658410;Краснооктябрьское;52658000;Черлакский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Курумбельское сельское поселение Черлакского муниципального района Омской области;сельское поселение;52258816000;52658416;Курумбельское;+;52658416;Курумбельское;52658000;Черлакский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Медетское сельское поселение Черлакского муниципального района Омской области;сельское поселение;52258819000;52658419;Медетское;+;52658419;Медетское;52658000;Черлакский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Николаевское сельское поселение Черлакского муниципального района Омской области;сельское поселение;52258822000;52658422;Николаевское;+;52658422;Николаевское;52658000;Черлакский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Солянское сельское поселение Черлакского муниципального района Омской области;сельское поселение;52258825000;52658425;Солянское;+;52658425;Солянское;52658000;Черлакский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Татарское сельское поселение Черлакского муниципального рпйона Омской области;сельское поселение;52258829000;52658429;Татарское;+;52658429;Татарское;52658000;Черлакский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Южно-Подольское сельское поселение Черлакского муниципального района Омской области;сельское поселение;52258831000;52658431;Южно-Подольское;+;52658431;Южно-Подольское;52658000;Черлакский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Шербакульский муниципальный район Омской области;муниципальный район;52259000000;52659000;Шербакульский муниципальный район;+;52659000;Шербакульский муниципальный район;52000000;Омская область;;;;;;;;;;;;;;;;;;;;;;;;;;;
Шербакульское городское поселение Шербакульского муниципального района Омской области;городское поселение;52259551000;52659151;Шербакульское;+;52659151;Шербакульское;52659000;Шербакульский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Бабежское сельское поселение Шербакульского муниципального района Омской области;сельское поселение;52259803000;52659403;Бабежское;+;52659403;Бабежское;52659000;Шербакульский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Борисовское сельское поселение Шербакульского муниципального района Омской области;сельское поселение;52259804000;52659404;Борисовское;+;52659404;Борисовское;52659000;Шербакульский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Екатеринославское сельское поселение Шербакульского муниципального района Омской области;сельское поселение;52259807000;52659407;Екатеринославское;+;52659407;Екатеринославское;52659000;Шербакульский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Изюмовское сельское поселение Шербакульского муниципального района Омской области;сельское поселение;52259810000;52659410;Изюмовское;+;52659410;Изюмовское;52659000;Шербакульский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Александровское сельское поселение Шербакульского муниципального района Омской области;сельское поселение;52259814000;52659414;Александровское;+;52659414;Александровское;52659000;Шербакульский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Красноярское сельское поселение Шербакульского муниципального района Омской области;сельское поселение;52259816000;52659416;Красноярское;+;52659416;Красноярское;52659000;Шербакульский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Кутузовское сельское поселение Шербакульского муниципального района Омской области;сельское поселение;52259819000;52659419;Кутузовское;+;52659419;Кутузовское;52659000;Шербакульский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Максимовское сельское поселение Шербакульского муниципального района Омской области;сельское поселение;52259822000;52659422;Максимовское;+;52659422;Максимовское;52659000;Шербакульский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Славянское сельское поселение Шербакульского муниципального района Омской области;сельское поселение;52259825000;52659425;Славянское;+;52659425;Славянское;52659000;Шербакульский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Городской округ город Омск Омской области;городской округ;52401000000;52701000;город Омск;+;52701000;город Омск;52000000;Омская область;;;;;;;;;;;;;;;;;;;;;;;;;;;
Адамовский район Оренбургской области;муниципальный район;53204000000;53604000;Адамовский муниципальный район;+;53604000;Адамовский муниципальный район;53000000;Оренбургская область;;;;;;;;;;;;;;;;;;;;;;;;;;;
Адамовский поссовет Адамовского района Оренбургской области;сельское поселение;53204801000;53604401;Адамовский поссовет;+;53604401;Адамовский поссовет;53604000;Адамовский район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Аниховский сельсовет Адамовского района Оренбургской области;сельское поселение;53204802000;53604402;Аниховский сельсовет;+;53604402;Аниховский сельсовет;53604000;Адамовский район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Брацлавский сельсовет Адамовского района Оренбургской области;сельское поселение;53204804000;53604404;Брацлавский сельсовет;+;53604404;Брацлавский сельсовет;53604000;Адамовский район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Елизаветинский сельсовет Адамовского района Оренбургской области;сельское поселение;53204810000;53604410;Елизаветинский сельсовет;+;53604410;Елизаветинский сельсовет;53604000;Адамовский район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Комсомольский сельсовет Адамовского района Оренбургской области;сельское поселение;53204816000;53604416;Комсомольский сельсовет;+;53604416;Комсомольский сельсовет;53604000;Адамовский район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Майский сельсовет Адамовского района Оренбургской области;сельское поселение;53204819000;53604419;Майский сельсовет;+;53604419;Майский сельсовет;53604000;Адамовский район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Обильновский сельсовет Адамовского района Оренбургской области;сельское поселение;53204822000;53604422;Обильновский сельсовет;+;53604422;Обильновский сельсовет;53604000;Адамовский район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Совхозный сельсовет Адамовского района Оренбургской области;сельское поселение;53204825000;53604425;Совхозный сельсовет;+;53604425;Совхозный сельсовет;53604000;Адамовский район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Теренсайский сельсовет Адамовского района Оренбургской области;сельское поселение;53204828000;53604428;Теренсайский сельсовет;+;53604428;Теренсайский сельсовет;53604000;Адамовский район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Шильдинский поссовет Адамовского района Оренбургской области;сельское поселение;53204840000;53604440;Шильдинский поссовет;+;53604440;Шильдинский поссовет;53604000;Адамовский район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Юбилейный сельсовет Адамовского района Оренбургской области;сельское поселение;53204850000;53604450;Юбилейный сельсовет;+;53604450;Юбилейный сельсовет;53604000;Адамовский район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Акбулакский район Оренбургской области;муниципальный район;53205000000;53605000;Акбулакский муниципальный район;+;53605000;Акбулакский муниципальный район;53000000;Оренбургская область;;;;;;;;;;;;;;;;;;;;;;;;;;;
Акбулакский поссовет Акбулакского района Оренбургской области;сельское поселение;53205801000;53605401;Акбулакский поссовет;+;53605401;Акбулакский поссовет;53605000;Акбулакский район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Базартюбинский сельсовет Акбулакского района Оренбургской области;сельское поселение;53205802000;53605402;Базартюбинский сельсовет;+;53605402;Базартюбинский сельсовет;53605000;Акбулакский район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Васильевский сельсовет Акбулакского района Оренбургской области;сельское поселение;53205804000;53605404;Васильевский сельсовет;+;53605404;Васильевский сельсовет;53605000;Акбулакский район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Заилечный сельсовет Акбулакский район Оренбургской области;сельское поселение;53205807000;53605407;Заилечный сельсовет;+;53605407;Заилечный сельсовет;53605000;Акбулакский район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Каракудукский сельсовет Акбулакского района Оренбургской области;сельское поселение;53205810000;53605410;Каракудукский сельсовет;+;53605410;Каракудукский сельсовет;53605000;Акбулакский район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Карасаевский сельсовет Акбулакский район Оренбургской области;сельское поселение;53205813000;53605413;Карасаевский сельсовет;+;53605413;Карасаевский сельсовет;53605000;Акбулакский район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Мичуринскйи сельсовет Акбулакский район Оренбургской области;сельское поселение;53205819000;53605419;Мичуринский сельсовет;+;53605419;Мичуринский сельсовет;53605000;Акбулакский район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Новогригорьевский сельсовет Акбулакский район Оренбургской  области;сельское поселение;53205821000;53605421;Новогригорьевский сельсовет;+;53605421;Новогригорьевский сельсовет;53605000;Акбулакский район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Новопавловский сельсовет Акбулакский район Оренбургской области;сельское поселение;53205822000;53605422;Новопавловский сельсовет;+;53605422;Новопавловский сельсовет;53605000;Акбулакский район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Новоуспенский сельсовет Акбулакский район Оренбургской области;сельское поселение;53205825000;53605425;Новоуспеновский сельсовет;+;53605425;Новоуспеновский сельсовет;53605000;Акбулакский район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Сагарчинский сельсовет Акбулакский район Оренбургской области;сельское поселение;53205828000;53605428;Сагарчинский сельсовет;+;53605428;Сагарчинский сельсовет;53605000;Акбулакский район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Советский сельсовет Акбулакский район Оренбургской области;сельское поселение;53205831000;53605431;Советский сельсовет;+;53605431;Советский сельсовет;53605000;Акбулакский район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Тамдысайский сельсовет Акбулакский район Оренбургской области;сельское поселение;53205832000;53605432;Тамдысайский сельсовет;+;53605432;Тамдысайский сельсовет;53605000;Акбулакский район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Фёдоровский сельсовет Акбулакский район Оренбургской области;сельское поселение;53205834000;53605434;Фёдоровский сельсовет;+;53605434;Фёдоровский сельсовет;53605000;Акбулакский район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Шаповаловский сельсовет Акбулакский район Оренбургской области;сельское поселение;53205837000;53605437;Шаповаловский сельсовет;+;53605437;Шаповаловский сельсовет;53605000;Акбулакский район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Шкуновский сельсовет Акбулакский район Оренбургской области;сельское поселение;53205840000;53605440;Шкуновский сельсовет;+;53605440;Шкуновский сельсовет;53605000;Акбулакский район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Александровский район Оренбургской области;муниципальный район;53206000000;53606000;Александровский муниципальный район;+;53606000;Александровский муниципальный район;53000000;Оренбургская область;;;;;;;;;;;;;;;;;;;;;;;;;;;
Александровский сельсовет Александровского района Оренбургской области;сельское поселение;53206802000;53606402;Александровский сельсовет;+;53606402;Александровский сельсовет;53606000;Александровский район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Георгиевский сельсовет Александровский район Оренбургской области;сельское поселение;53206804000;53606404;Георгиевский сельсовет;+;53606404;Георгиевский сельсовет;53606000;Александровский район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Добринский сельсовет Александровского района Оренбургской области;сельское поселение;53206810000;53606410;Добринский сельсовет;+;53606410;Добринский сельсовет;53606000;Александровский район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ждановский сельсовет Александровский район Оренбургской области;сельское поселение;53206813000;53606413;Ждановский сельсовет;+;53606413;Ждановский сельсовет;53606000;Александровский район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Зелёнорощинский сельсовет Александровский район Оренбургской области;сельское поселение;53206816000;53606416;Зелёнорощинский сельсовет;+;53606416;Зелёнорощинский сельсовет;53606000;Александровский район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Каликинский сельсовет Александровский район Оренбургской области;сельское поселение;53206819000;53606419;Каликинский сельсовет;+;53606419;Каликинский сельсовет;53606000;Александровский район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Марксовский сельсовет Александровского района Оренбургской области;сельское поселение;53206822000;53606422;Марксовский сельсовет;+;53606422;Марксовский сельсовет;53606000;Александровский район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Новомихайловский сельсовет Александровский район Оренбургской области;сельское поселение;53206825000;53606425;Новомихайловский сельсовет;+;53606425;Новомихайловский сельсовет;53606000;Александровский район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Романовский сельсовет Александровский район Оренбургской области;сельское поселение;53206831000;53606431;Романовский сельсовет;+;53606431;Романовский сельсовет;53606000;Александровский район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Султакаевский сельсовет Александровский район Оренбургской области;сельское поселение;53206834000;53606434;Султакаевский сельсовет;+;53606434;Султакаевский сельсовет;53606000;Александровский район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Тукаевский сельсовет Александровский район Оренбургской области;сельское поселение;53206837000;53606437;Тукаевский сельсовет;+;53606437;Тукаевский сельсовет;53606000;Александровский район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Хортицкий сельсовет Александровский район Оренбургской области;сельское поселение;53206840000;53606440;Хортицкий сельсовет;+;53606440;Хортицкий сельсовет;53606000;Александровский район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Чебоксарский сельсовет Александровский район Оренбургской области;сельское поселение;53206843000;53606443;Чебоксаровский сельсовет;+;53606443;Чебоксаровский сельсовет;53606000;Александровский район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Яфаровский сельсовет Александровский район Оренбургской области;сельское поселение;53206845000;53606445;Яфаровский сельсовет;+;53606445;Яфаровский сельсовет;53606000;Александровский район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Асекеевский район Оренбургской области;муниципальный район;53207000000;53607000;Асекеевский муниципальный район;+;53607000;Асекеевский муниципальный район;53000000;Оренбургская область;;;;;;;;;;;;;;;;;;;;;;;;;;;
Аксютинский сельсовет Асекеевского района Оренбургской области;сельское поселение;53207802000;53607402;Аксютинский сельсовет;+;53607402;Аксютинский сельсовет;53607000;Асекеевский район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Алексеевский сельсовет Асекеевского района Оренбургской области;сельское поселение;53207804000;53607404;Алексеевский сельсовет;+;53607404;Алексеевский сельсовет;53607000;Асекеевский район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Асекеевский сельсовет Асекеевского района Оренбургской области;сельское поселение;53207807000;53607407;Асекеевский сельсовет;+;53607407;Асекеевский сельсовет;53607000;Асекеевский район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Баландинский сельсовет Асекеевского района Оренбургской области;сельское поселение;53207810000;53607410;Баландинский сельсовет;+;53607410;Баландинский сельсовет;53607000;Асекеевский район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Воздвиженский сельсовет Асекеевский район Оренбургской области;сельское поселение;53207813000;53607413;Воздвиженский сельсовет;+;53607413;Воздвиженский сельсовет;53607000;Асекеевский район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Заглядинский сельсовет Асекеевского района Оренбургской области;сельское поселение;53207816000;53607416;Заглядинский сельсовет;+;53607416;Заглядинский сельсовет;53607000;Асекеевский район;;;;;;;;;;;;;;;;;;;;;;;;;;;
