name;type;okato;oktmo;name2;sign_budget;oktmo_budget;name_budget;oktmo_parent;name_parent;;;;;;;;;;;;;;;;;;;;;;;;;;;
Мечетлинский район Республики Башкортостан;муниципальный район;80242000000;80642000;Мечетлинский муниципальный район;+;80642000;Мечетлинский муниципальный район;80000000;Республика Башкортостан;;;;;;;;;;;;;;;;;;;;;;;;;;;
Абдуллинский сельсовет муниципального района Мечетлинский район Республики Башкортостан сельское поселение;сельское поселение;80242801000;80642401;Абдуллинский сельсовет;+;80642401;Абдуллинский сельсовет;80642000;Мечетлинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Алегазовский сельсовет муниципального района Мечетлинский район Республики Башкортостан сельское поселение;сельское поселение;80242805000;80642405;Алегазовский сельсовет;+;80642405;Алегазовский сельсовет;80642000;Мечетлинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Большеокинский сельсовет муниципального района Мечетлинский район Республики Башкортостан сельское поселение;сельское поселение;80242810000;80642410;Большеокинский сельсовет;+;80642410;Большеокинский сельсовет;80642000;Мечетлинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Большеустьикинский сельсовет муниципального района Мечетлинский район Республики Башкортостан сельское поселение;сельское поселение;80242815000;80642415;Большеустьикинский сельсовет;+;80642415;Большеустьикинский сельсовет;80642000;Мечетлинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Дуван-Мечетлинский сельсовет муниципального района Мечетлинский район Республики Башкортостан сельское поселение;сельское поселение;80242820000;80642420;Дуван-Мечетлинский сельсовет;+;80642420;Дуван-Мечетлинский сельсовет;80642000;Мечетлинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Кургатовский сельсовет муниципального района Мечетлинский район Республики Башкортостан сельское поселение;сельское поселение;80242823000;80642423;Кургатовский сельсовет;+;80642423;Кургатовский сельсовет;80642000;Мечетлинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Лемез-Тамакский сельсовет муниципального района Мечетлинский район Республики Башкортостан сельское поселение;сельское поселение;80242825000;80642425;Лемез-Тамакский сельсовет;+;80642425;Лемез-Тамакский сельсовет;80642000;Мечетлинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Малоустьикинский сельсовет муниципального района Мечетлинский район Республики Башкортостан сельское поселение;сельское поселение;80242830000;80642430;Малоустьикинский сельсовет;+;80642430;Малоустьикинский сельсовет;80642000;Мечетлинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Новомещеровский сельсовет муниципального района Мечетлинский район Республики Башкортостан сельское поселение;сельское поселение;80242835000;80642435;Новомещеровский сельсовет;+;80642435;Новомещеровский сельсовет;80642000;Мечетлинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Новояушевский сельсовет муниципального района Мечетлинский район Республики Башкортостан сельское поселение;сельское поселение;80242842000;80642442;Новояушевский сельсовет;+;80642442;Новояушевский сельсовет;80642000;Мечетлинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ростовский сельсовет муниципального района Мечетлинский район Республики Башкортостан сельское поселение;сельское поселение;80242845000;80642445;Ростовский сельсовет;+;80642445;Ростовский сельсовет;80642000;Мечетлинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Юнусовский сельсовет муниципального района Мечетлинский район Республики Башкортостан сельское поселение;сельское поселение;80242850000;80642450;Юнусовский сельсовет;+;80642450;Юнусовский сельсовет;80642000;Мечетлинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Мишкинский район Республики Башкортостан;муниципальный район;80243000000;80643000;Мишкинский муниципальный район;+;80643000;Мишкинский муниципальный район;80000000;Республика Башкортостан;;;;;;;;;;;;;;;;;;;;;;;;;;;
Акбулатовский сельсовет муниципального района Мишкинский район Республики Башкортостан сельское поселение;сельское поселение;80243805000;80643405;Акбулатовский сельсовет;+;80643405;Акбулатовский сельсовет;80643000;Мишкинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Баймурзинский сельсовет муниципального района Мишкинский район Республики Башкортостан сельское поселение;сельское поселение;80243810000;80643410;Баймурзинский сельсовет;+;80643410;Баймурзинский сельсовет;80643000;Мишкинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Большесухоязовский сельсовет муниципального района Мишкинский район Республики Башкортостан сельское поселение;сельское поселение;80243815000;80643415;Большесухоязовский сельсовет;+;80643415;Большесухоязовский сельсовет;80643000;Мишкинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Большешадинский сельсовет муниципального района Мишкинский район Республики Башкортостан сельское поселение;сельское поселение;80243820000;80643420;Большешадинский сельсовет;+;80643420;Большешадинский сельсовет;80643000;Мишкинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ирсаевский сельсовет муниципального района Мишкинский район Республики Башкортостан сельское поселение;сельское поселение;80243825000;80643425;Ирсаевский сельсовет;+;80643425;Ирсаевский сельсовет;80643000;Мишкинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Кайраковский сельсовет муниципального района Мишкинский район Республики Башкортостан сельское поселение;сельское поселение;80243830000;80643430;Кайраковский сельсовет;+;80643430;Кайраковский сельсовет;80643000;Мишкинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Камеевский сельсовет муниципального района Мишкинский район Республики Башкортостан сельское поселение;сельское поселение;80243835000;80643435;Камеевский сельсовет;+;80643435;Камеевский сельсовет;80643000;Мишкинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Мавлютовский сельсовет муниципального района Мишкинский район Республики Башкортостан сельское поселение;сельское поселение;80243845000;80643445;Мавлютовский сельсовет;+;80643445;Мавлютовский сельсовет;80643000;Мишкинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Мишкинский сельсовет муниципального района Мишкинский район Республики Башкортостан сельское поселение;сельское поселение;80243850000;80643450;Мишкинский сельсовет;+;80643450;Мишкинский сельсовет;80643000;Мишкинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Новотроицкий сельсовет муниципального района Мишкинский район Республики Башкортостан сельское поселение;сельское поселение;80243855000;80643455;Новотроицкий сельсовет;+;80643455;Новотроицкий сельсовет;80643000;Мишкинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Староарзаматовский сельсовет муниципального района Мишкинский район Республики Башкортостан сельское поселение;сельское поселение;80243860000;80643460;Староарзаматовский сельсовет;+;80643460;Староарзаматовский сельсовет;80643000;Мишкинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Тынбаевский сельсовет муниципального района Мишкинский район Республики Башкортостан сельское поселение;сельское поселение;80243865000;80643465;Тынбаевский сельсовет;+;80643465;Тынбаевский сельсовет;80643000;Мишкинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Урьядинский сельсовет муниципального района Мишкинский район Республики Башкортостан сельское поселение;сельское поселение;80243870000;80643470;Урьядинский сельсовет;+;80643470;Урьядинский сельсовет;80643000;Мишкинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Чураевский сельсовет муниципального района Мишкинский район Республики Башкортостан сельское поселение;сельское поселение;80243880000;80643480;Чураевский сельсовет;+;80643480;Чураевский сельсовет;80643000;Мишкинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Миякинский район Республики Башкортостан;муниципальный район;80244000000;80644000;Миякинский муниципальный район;+;80644000;Миякинский муниципальный район;80000000;Республика Башкортостан;;;;;;;;;;;;;;;;;;;;;;;;;;;
Биккуловский сельсовет муниципального района Миякинский район Республики Башкортостан сельское поселение;сельское поселение;80244805000;80644405;Биккуловский сельсовет;+;80644405;Биккуловский сельсовет;80644000;Миякинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Богдановский сельсовет муниципального района Миякинский район Республики Башкортостан сельское поселение;сельское поселение;80244810000;80644410;Богдановский сельсовет;+;80644410;Богдановский сельсовет;80644000;Миякинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Большекаркалинский сельсовет муниципального района Миякинский район Республики Башкортостан сельское поселение;сельское поселение;80244815000;80644415;Большекаркалинский сельсовет;+;80644415;Большекаркалинский сельсовет;80644000;Миякинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Енебей-Урсаевский сельсовет муниципального района Миякинский район Республики Башкортостан сельское поселение;сельское поселение;80244820000;80644420;Енебей-Урсаевский сельсовет;+;80644420;Енебей-Урсаевский сельсовет;80644000;Миякинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Зильдяровский сельсовет муниципального района Миякинский район Республики Башкортостан сельское поселение;сельское поселение;80244825000;80644425;Зильдяровский сельсовет;+;80644425;Зильдяровский сельсовет;80644000;Миякинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ильчигуловский сельсовет муниципального района Миякинский район Республики Башкортостан сельское поселение;сельское поселение;80244828000;80644428;Ильчигуловский сельсовет;+;80644428;Ильчигуловский сельсовет;80644000;Миякинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Карановский сельсовет муниципального района Миякинский район Республики Башкортостан сельское поселение;сельское поселение;80244829000;80644429;Карановский сельсовет;+;80644429;Карановский сельсовет;80644000;Миякинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Качегановский сельсовет муниципального района Миякинский район Республики Башкортостан сельское поселение;сельское поселение;80244830000;80644430;Качегановский сельсовет;+;80644430;Качегановский сельсовет;80644000;Миякинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Кожай-Семеновский сельсовет муниципального района Миякинский район Республики Башкортостан сельское поселение;сельское поселение;80244835000;80644435;Кожай-Семеновский сельсовет;+;80644435;Кожай-Семеновский сельсовет;80644000;Миякинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Менеузтамакский сельсовет муниципального района Миякинский район Республики Башкортостан сельское поселение;сельское поселение;80244840000;80644440;Менеузтамакский сельсовет;+;80644440;Менеузтамакский сельсовет;80644000;Миякинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Миякибашевский сельсовет муниципального района Миякинский район Республики Башкортостан сельское поселение;сельское поселение;80244845000;80644445;Миякибашевский сельсовет;+;80644445;Миякибашевский сельсовет;80644000;Миякинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Миякинский сельсовет муниципального района Миякинский район Республики Башкортостан сельское поселение;сельское поселение;80244850000;80644450;Миякинский сельсовет;+;80644450;Миякинский сельсовет;80644000;Миякинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Новокарамалинский сельсовет муниципального района Миякинский район Республики Башкортостан сельское поселение;сельское поселение;80244860000;80644460;Новокарамалинский сельсовет;+;80644460;Новокарамалинский сельсовет;80644000;Миякинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Сатыевский сельсовет муниципального района Миякинский район Республики Башкортостан сельское поселение;сельское поселение;80244865000;80644465;Сатыевский сельсовет;+;80644465;Сатыевский сельсовет;80644000;Миякинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Уршакбашкарамалинский сельсовет муниципального района Миякинский район Республики Башкортостан сельское поселение;сельское поселение;80244870000;80644470;Уршакбашкарамалинский сельсовет;+;80644470;Уршакбашкарамалинский сельсовет;80644000;Миякинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Нуримановский район Республики Башкортостан;муниципальный район;80245000000;80645000;Нуримановский муниципальный район;+;80645000;Нуримановский муниципальный район;80000000;Республика Башкортостан;;;;;;;;;;;;;;;;;;;;;;;;;;;
Байгильдинский сельсовет муниципального района Нуримановский район Республики Башкортостан сельское поселение;сельское поселение;80245805000;80645405;Байгильдинский сельсовет;+;80645405;Байгильдинский сельсовет;80645000;Нуримановский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Баш-Шидинский сельсовет муниципального района Нуримановский район Республики Башкортостан сельское поселение;сельское поселение;80245810000;80645410;Баш-Шидинский сельсовет;+;80645410;Баш-Шидинский сельсовет;80645000;Нуримановский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Красногорский сельсовет муниципального района Нуримановский район Республики Башкортостан сельское поселение;сельское поселение;80245815000;80645415;Красногорский сельсовет;+;80645415;Красногорский сельсовет;80645000;Нуримановский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Красноключевский сельсовет муниципального района Нуримановский район Республики Башкортостан сельское поселение;сельское поселение;80245816000;80645416;Красноключевский сельсовет;+;80645416;Красноключевский сельсовет;80645000;Нуримановский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Никольский сельсовет муниципального района Нуримановский район Республики Башкортостан сельское поселение;сельское поселение;80245820000;80645420;Никольский сельсовет;+;80645420;Никольский сельсовет;80645000;Нуримановский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Новокулевский сельсовет муниципального района Нуримановский район Республики Башкортостан сельское поселение;сельское поселение;80245835000;80645435;Новокулевский сельсовет;+;80645435;Новокулевский сельсовет;80645000;Нуримановский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Новосубаевский сельсовет муниципального района Нуримановский район Республики Башкортостан сельское поселение;сельское поселение;80245840000;80645440;Новосубаевский сельсовет;+;80645440;Новосубаевский сельсовет;80645000;Нуримановский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Павловский сельсовет муниципального района Нуримановский район Республики Башкортостан сельское поселение;сельское поселение;80245844000;80645444;Павловский сельсовет;+;80645444;Павловский сельсовет;80645000;Нуримановский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Первомайский сельсовет муниципального района Нуримановский район Республики Башкортостан сельское поселение;сельское поселение;80245845000;80645445;Первомайский сельсовет;+;80645445;Первомайский сельсовет;80645000;Нуримановский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Сарвинский сельсовет муниципального района Нуримановский район Республики Башкортостан сельское поселение;сельское поселение;80245850000;80645450;Сарвинский сельсовет;+;80645450;Сарвинский сельсовет;80645000;Нуримановский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Старобедеевский сельсовет муниципального района Нуримановский район Республики Башкортостан сельское поселение;сельское поселение;80245852000;80645452;Старобедеевский сельсовет;+;80645452;Старобедеевский сельсовет;80645000;Нуримановский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Староисаевский сельсовет муниципального района Нуримановский район Республики Башкортостан сельское поселение;сельское поселение;80245855000;80645455;Староисаевский сельсовет;+;80645455;Староисаевский сельсовет;80645000;Нуримановский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Салаватский район Республики Башкортостан;муниципальный район;80247000000;80647000;Салаватский муниципальный район;+;80647000;Салаватский муниципальный район;80000000;Республика Башкортостан;;;;;;;;;;;;;;;;;;;;;;;;;;;
Алькинский сельсовет муниципального района Салаватский район Республики Башкортостан сельское поселение;сельское поселение;80247805000;80647405;Алькинский сельсовет;+;80647405;Алькинский сельсовет;80647000;Салаватский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Аркауловский сельсовет муниципального района Салаватский район Республики Башкортостан сельское поселение;сельское поселение;80247810000;80647410;Аркауловский сельсовет;+;80647410;Аркауловский сельсовет;80647000;Салаватский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ишимбаевский сельсовет муниципального района Салаватский район Республики Башкортостан сельское поселение;сельское поселение;80247815000;80647415;Ишимбаевский сельсовет;+;80647415;Ишимбаевский сельсовет;80647000;Салаватский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Лагеревский сельсовет муниципального района Салаватский район Республики Башкортостан сельское поселение;сельское поселение;80247825000;80647425;Лагеревский сельсовет;+;80647425;Лагеревский сельсовет;80647000;Салаватский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Лаклинский сельсовет муниципального района Салаватский район Республики Башкортостан сельское поселение;сельское поселение;80247830000;80647430;Лаклинский сельсовет;+;80647430;Лаклинский сельсовет;80647000;Салаватский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Малоязовский сельсовет муниципального района Салаватский район Республики Башкортостан сельское поселение;сельское поселение;80247835000;80647435;Малоязовский сельсовет;+;80647435;Малоязовский сельсовет;80647000;Салаватский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Мечетлинский сельсовет муниципального района Салаватский район Республики Башкортостан сельское поселение;сельское поселение;80247840000;80647440;Мечетлинский сельсовет;+;80647440;Мечетлинский сельсовет;80647000;Салаватский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Мещегаровский сельсовет муниципального района Салаватский район Республики Башкортостан сельское поселение;сельское поселение;80247845000;80647445;Мещегаровский сельсовет;+;80647445;Мещегаровский сельсовет;80647000;Салаватский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Мурсалимкинский сельсовет муниципального района Салаватский район Республики Башкортостан сельское поселение;сельское поселение;80247847000;80647447;Мурсалимкинский сельсовет;+;80647447;Мурсалимкинский сельсовет;80647000;Салаватский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Насибашевский сельсовет муниципального района Салаватский район Республики Башкортостан сельское поселение;сельское поселение;80247850000;80647450;Насибашевский сельсовет;+;80647450;Насибашевский сельсовет;80647000;Салаватский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Салаватский сельсовет муниципального района Салаватский район Республики Башкортостан сельское поселение;сельское поселение;80247853000;80647453;Салаватский сельсовет;+;80647453;Салаватский сельсовет;80647000;Салаватский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Таймеевский сельсовет муниципального района Салаватский район Республики Башкортостан сельское поселение;сельское поселение;80247855000;80647455;Таймеевский сельсовет;+;80647455;Таймеевский сельсовет;80647000;Салаватский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Терменевский сельсовет муниципального района Салаватский район Республики Башкортостан сельское поселение;сельское поселение;80247860000;80647460;Терменевский сельсовет;+;80647460;Терменевский сельсовет;80647000;Салаватский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Турналинский сельсовет муниципального района Салаватский район Республики Башкортостан сельское поселение;сельское поселение;80247865000;80647465;Турналинский сельсовет;+;80647465;Турналинский сельсовет;80647000;Салаватский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Янгантауский сельсовет муниципального района Салаватский район Республики Башкортостан сельское поселение;сельское поселение;80247875000;80647475;Янгантауский сельсовет;+;80647475;Янгантауский сельсовет;80647000;Салаватский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Первомайский сельсовет муниципального района Салаватский район Республики Башкортостан сельское поселение;сельское поселение;80247851000;80647476;Первомайский сельсовет;+;80647476;Первомайский сельсовет;80647000;Салаватский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Стерлибашевский район Республики Башкортостан;муниципальный район;80248000000;80648000;Стерлибашевский муниципальный район;+;80648000;Стерлибашевский муниципальный район;80000000;Республика Башкортостан;;;;;;;;;;;;;;;;;;;;;;;;;;;
Аллагуватский сельсовет муниципального района Стерлибашевский район Республики Башкортостан сельское поселение;сельское поселение;80248802000;80648402;Аллагуватский сельсовет;+;80648402;Аллагуватский сельсовет;80648000;Стерлибашевский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Айдаралинский сельсовет муниципального района Стерлибашевский район Республики Башкортостан сельское поселение;сельское поселение;80248805000;80648405;Айдаралинский сельсовет;+;80648405;Айдаралинский сельсовет;80648000;Стерлибашевский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Бакеевский сельсовет муниципального района Стерлибашевский район Республики Башкортостан сельское поселение;сельское поселение;80248810000;80648410;Бакеевский сельсовет;+;80648410;Бакеевский сельсовет;80648000;Стерлибашевский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Бузатовский сельсовет муниципального района Стерлибашевский район Республики Башкортостан сельское поселение;сельское поселение;80248815000;80648415;Бузатовский сельсовет;+;80648415;Бузатовский сельсовет;80648000;Стерлибашевский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Кабакушский сельсовет муниципального района Стерлибашевский район Республики Башкортостан сельское поселение;сельское поселение;80248818000;80648418;Кабакушский сельсовет;+;80648418;Кабакушский сельсовет;80648000;Стерлибашевский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Карагушский сельсовет муниципального района Стерлибашевский район Республики Башкортостан сельское поселение;сельское поселение;80248820000;80648420;Карагушский сельсовет;+;80648420;Карагушский сельсовет;80648000;Стерлибашевский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Куганакбашевский сельсовет муниципального района Стерлибашевский район Республики Башкортостан сельское поселение;сельское поселение;80248825000;80648425;Куганакбашевский сельсовет;+;80648425;Куганакбашевский сельсовет;80648000;Стерлибашевский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Кундрякский сельсовет муниципального района Стерлибашевский район Республики Башкортостан сельское поселение;сельское поселение;80248830000;80648430;Кундрякский сельсовет;+;80648430;Кундрякский сельсовет;80648000;Стерлибашевский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Сарайсинский сельсовет муниципального района Стерлибашевский район Республики Башкортостан сельское поселение;сельское поселение;80248835000;80648435;Сарайсинский сельсовет;+;80648435;Сарайсинский сельсовет;80648000;Стерлибашевский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Старокалкашевский сельсовет муниципального района Стерлибашевский район Республики Башкортостан сельское поселение;сельское поселение;80248840000;80648440;Старокалкашевский сельсовет;+;80648440;Старокалкашевский сельсовет;80648000;Стерлибашевский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Стерлибашевский сельсовет муниципального района Стерлибашевский район Республики Башкортостан сельское поселение;сельское поселение;80248845000;80648445;Стерлибашевский сельсовет;+;80648445;Стерлибашевский сельсовет;80648000;Стерлибашевский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Тятер-Араслановский сельсовет муниципального района Стерлибашевский район Республики Башкортостан сельское поселение;сельское поселение;80248855000;80648455;Тятер-Араслановский сельсовет;+;80648455;Тятер-Араслановский сельсовет;80648000;Стерлибашевский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Халикеевский сельсовет муниципального района Стерлибашевский район Республики Башкортостан сельское поселение;сельское поселение;80248860000;80648460;Халикеевский сельсовет;+;80648460;Халикеевский сельсовет;80648000;Стерлибашевский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Янгурчинский сельсовет муниципального района Стерлибашевский район Республики Башкортостан сельское поселение;сельское поселение;80248865000;80648465;Янгурчинский сельсовет;+;80648465;Янгурчинский сельсовет;80648000;Стерлибашевский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Яшергановский сельсовет муниципального района Стерлибашевский район Республики Башкортостан сельское поселение;сельское поселение;80248870000;80648470;Яшергановский сельсовет;+;80648470;Яшергановский сельсовет;80648000;Стерлибашевский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Стерлитамакский район Республики Башкортостан;муниципальный район;80249000000;80649000;Стерлитамакский муниципальный район;+;80649000;Стерлитамакский муниципальный район;80000000;Республика Башкортостан;;;;;;;;;;;;;;;;;;;;;;;;;;;
Айгулевский сельсовет муниципального района Стерлитамакский район Республики Башкортостан сельское поселение;сельское поселение;80249804000;80649404;Айгулевский сельсовет;+;80649404;Айгулевский сельсовет;80649000;Стерлитамакский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Алатанинский сельсовет муниципального района Стерлитамакский район Республики Башкортостан сельское поселение;сельское поселение;80249812000;80649412;Алатанинский сельсовет;+;80649412;Алатанинский сельсовет;80649000;Стерлитамакский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ашкадарский сельсовет муниципального района Стерлитамакский район Республики Башкортостан сельское поселение;сельское поселение;80249816000;80649416;Ашкадарский сельсовет;+;80649416;Ашкадарский сельсовет;80649000;Стерлитамакский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Аючевский сельсовет муниципального района Стерлитамакский район Республики Башкортостан сельское поселение;сельское поселение;80249818000;80649418;Аючевский сельсовет;+;80649418;Аючевский сельсовет;80649000;Стерлитамакский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Константиноградовский сельсовет муниципального района Стерлитамакский район Республики Башкортостан сельское поселение;сельское поселение;80249820000;80649420;Константиноградовский сельсовет;+;80649420;Константиноградовский сельсовет;80649000;Стерлитамакский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Максимовский сельсовет муниципального района Стерлитамакский район Республики Башкортостан сельское поселение;сельское поселение;80249824000;80649424;Максимовский сельсовет;+;80649424;Максимовский сельсовет;80649000;Стерлитамакский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Буриказгановский сельсовет муниципального района Стерлитамакский район Республики Башкортостан сельское поселение;сельское поселение;80249828000;80649428;Буриказгановский сельсовет;+;80649428;Буриказгановский сельсовет;80649000;Стерлитамакский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Казадаевский сельсовет муниципального района Стерлитамакский район Республики Башкортостан сельское поселение;сельское поселение;80249836000;80649436;Казадаевский сельсовет;+;80649436;Казадаевский сельсовет;80649000;Стерлитамакский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
