;href;lat;long;name;name_reg;norm_name;norm_reg;oktmo;people;phone_code;post_ind;reg;square;timezone
75;https://ru.wikipedia.org/wiki/%D0%A8%D0%B0%D1%80%D1%8B%D0%BF%D0%BE%D0%B2%D0%BE;55.525;89.2;Шарыпово;Красноярский край;Шарыпово;Красноярский;4740000001;37258;739153;662305–662315;4.0;0.0;UTC+7
76;https://ru.wikipedia.org/wiki/%D0%94%D0%B8%D0%B2%D0%BD%D0%BE%D0%B3%D0%BE%D1%80%D1%81%D0%BA;55.95;92.38333333;Дивногорск;Красноярский край;Дивногорск;Красноярский;4709000001;29117;739144;663090, 663091, 663093, 663094, 663080 (п.Овсянка);4.0;0.0;UTC+7
77;https://ru.wikipedia.org/wiki/%D0%94%D1%83%D0%B4%D0%B8%D0%BD%D0%BA%D0%B0;69.4;86.18333333;Дудинка;Красноярский край;Дудинка;Красноярский;4653101001;21978;739191;647000;4.0;0.0;UTC+7
78;https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D1%80%D1%91%D0%B7%D0%BE%D0%B2%D0%BA%D0%B0_(%D0%91%D0%B5%D1%80%D1%91%D0%B7%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD,_%D0%9A%D1%80%D0%B0%D1%81%D0%BD%D0%BE%D1%8F%D1%80%D1%81%D0%BA%D0%B8%D0%B9_%D0%BA%D1%80%D0%B0%D0%B9);56.02222222;93.11416667;Берёзовка;Красноярский край;Березовка;Красноярский;4605151051;20894;739175;;4.0;0.0;UTC+7
79;https://ru.wikipedia.org/wiki/%D0%91%D0%BE%D0%B3%D0%BE%D1%82%D0%BE%D0%BB;56.2;89.51666667;Боготол;Красноярский край;Боготол;Красноярский;4706000001;20245;739157;"662060 (Боготол)
662061 (Боготол 1)
662062 (Боготол 2)
662063 (Боготол 3)";4.0;0.0;UTC+7
80;https://ru.wikipedia.org/wiki/%D0%95%D0%BD%D0%B8%D1%81%D0%B5%D0%B9%D1%81%D0%BA;58.46666667;92.13333333;Енисейск;Красноярский край;Енисейск;Красноярский;4712000001;17999;739195;;4.0;0.0;UTC+7
81;https://ru.wikipedia.org/wiki/%D0%A8%D1%83%D1%88%D0%B5%D0%BD%D1%81%D0%BA%D0%BE%D0%B5;53.32583333;91.93944444;Шушенское;Красноярский край;Шушенское;Красноярский;4659151051;16846;739139;662720;4.0;0.0;UTC+7
82;https://ru.wikipedia.org/wiki/%D0%91%D0%BE%D1%80%D0%BE%D0%B4%D0%B8%D0%BD%D0%BE_(%D0%B3%D0%BE%D1%80%D0%BE%D0%B4);55.9;94.9;Бородино;Красноярский край;Бородино;Красноярский;4707000001;16249;739168;"663980;663981";4.0;0.0;UTC+7
83;https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%B4%D0%B8%D0%BD%D1%81%D0%BA;58.6;99.18333333;Кодинск;Красноярский край;Кодинск;Красноярский;4624101001;16227;739143;663491, 663492;4.0;0.0;UTC+7
84;https://ru.wikipedia.org/wiki/%D0%A3%D0%B6%D1%83%D1%80;55.31666667;89.81666667;Ужур;Красноярский край;Ужур;Красноярский;4656101001;15566;739156;662251, 662252, 662253, 662255;4.0;0.0;UTC+7
